license_id,name,city,state,specialty,title,verification_url
ASMB210513,"DeHoff, George W., III, M.D.",Nashville,Tennessee,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB210513
ASMB208982,"Deimel, George William, IV, M.D.",Fayetteville,Arkansas,Physical Medicine & Rehabilitation,M.D.,../verify/results.aspx?strPHIDNO=ASMB208982
ASMB222793,"Dekutoski, Mark Benedict, M.D.",Lewisville,Texas,Orthopedics,M.D.,../verify/results.aspx?strPHIDNO=ASMB222793
ASMB206861,"Del Campo, Louis Joseph, M.D.",Springfield,Missouri,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB206861
ASMB209061,"del Castillo-Hegyi , Michael Aaron, M.D.",Little Rock,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB209061
ASMB205888,"del Castillo-Hegyi, Christie M. Silva, M.D.",Little Rock,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB205888
ASMB22891,"Del Giacco, Eric John, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB22891
ASMB222086,"Del Valle Penella, Ana Paula, M.D.",Little Rock,Arkansas,Pediatric Infectious Diseases,M.D.,../verify/results.aspx?strPHIDNO=ASMB222086
ASMB16405,"Delacey, Norbert W., Jr., M.D.",Jonesboro,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB16405
ASMB12777,"Delap, Susan K., M.D.",North Little Rock,Arkansas,Infectious Diseases/Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12777
ASMB205781,"DellaCroce, John Thomas, M.D.",Fayetteville,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB205781
ASMB1346,"DeLoach, John Max, Jr., M.D.",North Little Rock,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB1346
ASMB221467,"DeLong, Rachel Lois, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB221467
ASMB22612,"DeLuca, Amy Sue Louise, M.D.",Camden,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB22612
ASMB22613,"DeLuca, Joseph Anthony, M.D.",El Dorado,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB22613
ASMB1347,"DeLuca, Russell Anthony, M.D.",Hot Springs National Park,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1347
ASMB21299,"DeMent, William Thomas, M.D.",Paragould,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB21299
ASMB12739,"DeMondesert, Eduardo A., M.D.",Fort Smith,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12739
ASMB219312,"Denefe, Matthew John, M.D.",Bentonville,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB219312
ASMB206875,"Deneka, David Alan, M.D.",Marion,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB206875
ASMB21794,"Deneke, Matthew Gordin, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB21794
ASMB222427,"Denney, Jason Edward, M.D.",Springfield,Missouri,Anatomic/Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB222427
ASMB212605,"Dennis, Michael Conrad, M.D.",Little Rock,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB212605
ASMB211535,"Dennis, Ronnie Wayne, M.D.",Blytheville,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB211535
ASMB18674,"Denson, Alyson Land, M.D.",Austin,Texas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB18674
ASMB215865,"Dent, Kristen Vaughn, M.D.",Monticello,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215865
ASMB17509,"Denton, Laura Ward, M.D.",Fayetteville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17509
ASMB22563,"Denton, Meredith Anne, M.D.",Springdale,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB22563
ASMB200040,"Denton, Norman Clifford, M.D.",West Memphis,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB200040
ASMB1359,"Denton, Roy Edward, M.D.",West Memphis,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1359
ASMB19481,"Deogaygay, Bernadette Abeledo, M.D.",West Memphis,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB19481
ASMB217124,"Depper, Mary Candace, M.D.",Mountain Home,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB217124
ASMB219763,"DePue, Amy Louise, D.O.",Grapevine,Texas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB219763
ASMB217149,"Deputy, Loren Haley, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB217149
ASMB1362,"DeRossitt, James Prentice, III, M.D.",Drasco,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB1362
ASMB224724,"Desai, Muneer J., M.D.",Omaha,Nebraska,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB224724
ASMB218214,"Desai, Shivang Kirit, M.D.",Little Rock,Arkansas,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB218214
ASMB213565,"Desalu, Olabode O., M.D.",Springdale,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB213565
ASMB213222,"Deschamps, David Randall, M.D.",Rogers,Arkansas,Maternal & Fetal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB213222
ASMB11652,"Desikan, Kamarajapuram Raman, M.D.",Batesville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB11652
ASMB1368,"DesLauriers, Shirley Killeen, M.D.",Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB1368
ASMB18149,"DeSoto, David Joseph, M.D.",Hot Springs,Arkansas,Nephrology,M.D.,../verify/results.aspx?strPHIDNO=ASMB18149
ASMB205533,"DeTar, Amanda Wyatt, D.O.",Harrison,Arkansas,Emergency Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB205533
ASMB11521,"DeTogni, Pietro Paolo, M.D.",Conway,Arkansas,Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB11521
ASMB215797,"Devabhaktuni, Subodh Raja, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215797
ASMB212129,"Devaki, Pardha Naga Pavan Kumar, M.D.",Rogers,Arkansas,Gastroenterology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212129
ASMB217741,"Deveney, Macalaster James, D.O.",Jonesboro,Arkansas,Diagnostic Radiology,D.O.,../verify/results.aspx?strPHIDNO=ASMB217741
ASMB225406,"Devereux, Lawrence , M.D.",Batesville,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB225406
ASMB225760,"Devereux, Lindsay Haynes, M.D.",Batesville,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB225760
ASMB222033,"Devgan, Arushi , M.D.",Little Rock,Arkansas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB222033
ASMB18967,"Devlin, Michael Andrew, M.D.",Little Rock,Arkansas,Cosmetic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB18967
ASMB17392,"Devlin, Terri A., M.D.",De Queen,Arkansas,Pediatrics/General Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17392
ASMB206576,"DeWeese, Crystal Lynne, M.D.",Rogers,Arkansas,Child & Adolescent Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB206576
ASMB223926,"Dewey, Erica Paige, M.D.",Lonoke,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB223926
ASMB22804,"DeWitt, JT , Jr., D.O.",Paragould,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB22804
ASMB223086,"Dewitz, Ryan James, M.D.",Little Rock,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB223086
ASMB8573,"DeYoung, Bruce Dewayne, M.D.",Springdale,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB8573
ASMB218537,"Dhaliwal, Jaspreet Kaur, M.D.",Fort Smith,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB218537
ASMB223726,"Dhaliwal, Karanpal Singh, M.D.",Fort Smith,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB223726
ASMB211559,"Dhall, Rohit, M.D.",Little Rock,Arkansas,Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB211559
ASMB216687,"Dhami, Balreet Kaur, M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB216687
ASMB215501,"Dhanaraja, Amirtharaj , M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215501
ASMB212477,"Dhanireddy, Bharat Reddy, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB212477
ASMB12510,"Dharamsey, Shabbir A., M.D.",Pine Bluff,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12510
ASMB21873,"Diamond, Alan Lee, D.O.",Fayetteville,Arkansas,Neurology,D.O.,../verify/results.aspx?strPHIDNO=ASMB21873
ASMB14980,"Diamond, Corey Lynn, M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB14980
ASMB12929,"Diamond, Kevin Michael, M.D.",Walnut Ridge,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12929
ASMB205428,"Diamond, Michael Jeremy, M.D.",Hope,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB205428
ASMB23525,"Diamond, Rene , D.O.",Rogers,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB23525
ASMB221154,"Diamond, Sarah Elizabeth, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB221154
ASMB20292,"Diamond, Sherri Lee, M.D.",North Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB20292
ASMB216595,"Dias Perera, Anton Surath Nisetus, M.D.",West Memphis,Arkansas,Vascular Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB216595
ASMB19393,"Dias, David Anthony, M.D.",Van Buren,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB19393
ASMB218681,"Diaz de Leon, David , Jr., M.D.",Austin,Texas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB218681
ASMB214501,"Diaz Fuentes, Eva Carolina, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB214501
ASMB21060,"Diaz, Edwin  A., M.D.",North Little Rock,Arkansas,Urology,M.D.,../verify/results.aspx?strPHIDNO=ASMB21060
ASMB205123,"Diaz, Kyle Ibanez, M.D.",Texarkana,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB205123
ASMB22866,"Diaz, Lawrence Danver, D.O.",Hot Springs,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB22866
ASMB4121,"Dick, Rhonda Martin, M.D.",Little Rock,Arkansas,Pediatrics/Pediatric Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB4121
ASMB220530,"Dickens, Joel Ray, M.D.",Little Rock,Arkansas,OB/GYN,M.D.,../verify/results.aspx?strPHIDNO=ASMB220530
ASMB215354,"Dickerson, Patrick Callen, M.D.",Rogers,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB215354
ASMB1384,"Dickins, John Roddey Edwards, M.D.",Fayetteville,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB1384
ASMB23337,"Dickinson, Jacob Lee, M.D.",Mountain Home,Arkansas,Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB23337
ASMB217675,"Dickinson, Joshua Kerr, D.O.",Conway,Arkansas,General Surgery,D.O.,../verify/results.aspx?strPHIDNO=ASMB217675
ASMB225752,"Dickinson, Karen Joanna, M.D.",Little Rock,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB225752
ASMB18506,"Dickson, Brian Glenn, M.D.",Jonesboro,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB18506
ASMB212304,"Dickson, John Caleb, M.D.",Conway,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB212304
ASMB17665,"Dickson, Scott Michael, M.D.",Jonesboro,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB17665
ASMB210096,"DiCocco, Jennifer Marie, M.D.",Jonesboro,Arkansas,Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB210096
ASMB12833,"Dicus, George Scott, M.D.",Benton,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12833
ASMB219129,"Didion, Jacob Wayne, M.D.",Fort Smith,Arkansas,Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB219129
ASMB215889,"Diener, Haagen Arthur, M.D.",Franklin,Tennessee,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB215889
ASMB14089,"Dietrich, John Eldon, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB14089
ASMB211332,"Dietrich, Timothy John, D.O.",Little Rock,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB211332
ASMB12913,"Dilday, Bradley Russell, M.D.",Fayetteville,Arkansas,Anatomic/Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB12913
ASMB225850,"Dilday, Taylor John, M.D.",Conway,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB225850
ASMB632,"Dildy, Dale Whitmore, Jr., M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB632
ASMB12860,"Diles, Timothy Randall, M.D.",North Little Rock,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB12860
ASMB23198,"Dill, Kenneth Doyne, M.D.",Hot Springs,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB23198
ASMB12797,"Dillaha, Jennifer Allyn, M.D.",Little Rock,Arkansas,Infectious Diseases,M.D.,../verify/results.aspx?strPHIDNO=ASMB12797
ASMB17932,"Dillard, Carolyn M., D.O.",Van Buren,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB17932
ASMB1397,"Dillard, Daniel Charles, M.D.",Benton,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1397
ASMB207155,"Dilley, Joshua Daniel, M.D.",Benton,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB207155
ASMB212046,"Dilley, Meredith Anne, M.D.",Little Rock,Arkansas,Allergy & Immunology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212046
ASMB8418,"Diment, David Dean, M.D.",Fort Smith,Arkansas,Radiology/Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB8418
ASMB220640,"Dinehart, Matthew Scott, M.D.",North Little Rock,Arkansas,Anatomic Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB220640
ASMB7481,"Dinehart, Scott Michael, M.D.",North Little Rock,Arkansas,Dermatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB7481
ASMB1398,"Diner, Bradley Canada, M.D.",Little Rock,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB1398
ASMB225706,"Dinh, Beatriz , M.D.",Springdale,Arkansas,Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB225706
ASMB15351,"Diokno, Rosana Mackenzie, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB15351
ASMB206349,"DiPonio, Russell Joseph, M.D.",Batesville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206349
ASMB205647,"Dirst-Roberts, Melissa Beth, M.D.",Mountain Home,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB205647
ASMB207489,"Dishongh, Kristin Mitchell, M.D.",Hot Springs,Arkansas,Anatomic/Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB207489
ASMB206864,"Dittmeyer, Kale Dean, M.D.",Rogers,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB206864
ASMB20984,"Divers, Stephen Garrel, M.D.",Russellville,Arkansas,Internal Medicine/Medical Oncology,M.D.,../verify/results.aspx?strPHIDNO=ASMB20984
ASMB212708,"Divito, Anthony Richard, M.D.",Springfield,Missouri,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212708
ASMB218105,"DiVito, Jason Robert, D.O.",Omaha,Nebraska,Diagnostic Radiology,D.O.,../verify/results.aspx?strPHIDNO=ASMB218105
ASMB217280,"Dixon, Blake Lawrence, M.D.",Dover,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB217280
ASMB206893,"Dixon, Jared Adam, M.D.",Benton,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206893
ASMB22977,"Dixon, Joseph Trammell, M.D.",Houston,Texas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB22977
ASMB220297,"Dixon, Robert George, M.D.",Little Rock,Arkansas,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB220297
ASMB1404,"Dixon, Rodney Mark, M.D.",El Dorado,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1404
ASMB215089,"Dixon, Ronald Fitzjohn, M.D.",Austin,Texas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215089
ASMB213432,"Do, Jennifer Stratton, M.D.",North Little Rock,Arkansas,Anatomic/Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB213432
ASMB221708,"Doan, Dieu Thy, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB221708
ASMB225066,"Doan, Matthew Thien-An, M.D.",Lewisville,Texas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB225066
ASMB219007,"Dobies, David Robert, M.D.",Hot Springs,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB219007
ASMB1411,"Dockins, Richard Orval, M.D.",Houston,Texas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1411
ASMB205359,"Dod, Harvinder S., M.D.",El Dorado,Arkansas,Cardiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB205359
ASMB10916,"Dodd, Lawrence Daniel, M.D.",Hot Springs,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB10916
ASMB7321,"Dodge, Benjamin Murchison, M.D.",Conway,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB7321
ASMB1421,"Dodson, William Alfred, M.D.",Little Rock,Arkansas,Physical Medicine & Rehabilitation,M.D.,../verify/results.aspx?strPHIDNO=ASMB1421
ASMB214005,"Doerner, Phillip Gene, III, D.O.",Fayetteville,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB214005
ASMB210110,"Dogra, Navdeep, M.D.",Pine Bluff,Arkansas,Anesthesiology/Interventional Pain Management,M.D.,../verify/results.aspx?strPHIDNO=ASMB210110
ASMB1424,"Dolan, Patrick Arthur, M.D.",Hot Springs,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB1424
ASMB219028,"Doliner, Adir , M.D.",Austin,Texas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB219028
ASMB7713,"Dollins, Stephen Collier, M.D.",Fayetteville,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB7713
ASMB222880,"Dolomisiewicz, Anthony Christopher, M.D.",Rogers,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB222880
ASMB20886,"Domingue, Christopher Mark, M.D.",Oak Grove,Louisiana,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB20886
ASMB12862,"Domon, Steven Eugene, M.D.",Little Rock,Arkansas,Child & Adolescent Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB12862
ASMB7322,"Doncer, Richard Phillip, M.D.",North Little Rock,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB7322
ASMB206153,"Dondeti, Raja Sekhar Reddy, M.D.",Bentonville,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB206153
ASMB22997,"Donepudi, Sreechandra Kanth, M.D.",Batesville,Arkansas,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB22997
ASMB7323,"Donnell, Hugh Garland, M.D.",Rogers,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB7323
ASMB1428,"Donnell, Robert William, M.D.",Rogers,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1428
ASMB224131,"Doohan, Thomas James, M.D.",Monroe,North Carolina,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB224131
ASMB218338,"Doppalapudi, Umesh Krishna, M.D.",North Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB218338
ASMB220190,"Doraiswamy, Mohankumar , M.D.",Fort Smith,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB220190
ASMB221384,"Dorcely, Nesly , M.D.",Cabot,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB221384
ASMB1432,"Dorman, Jerry Sims, M.D.",Springdale,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB1432
ASMB1433,"Dorman, John Ernest, M.D.",Rogers,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB1433
ASMB1435,"Dorman, Robert Anthony, M.D.",Arkadelphia,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1435
ASMB10610,"Dornhoffer, John Louis, M.D.",Little Rock,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB10610
ASMB203970,"Dorroh, Scott Alan, M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB203970
ASMB223687,"Dorsey, Brian Eugene, M.D.",Nashville,Tennessee,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB223687
ASMB1438,"Doss, John Richard, II, M.D.",Rogers,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB1438
ASMB207028,"Dossey, Amy Melissa, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB207028
ASMB223702,"Dostzada, Khaled , D.O.",Little Rock,Arkansas,Radiology,D.O.,../verify/results.aspx?strPHIDNO=ASMB223702
ASMB225472,"Dotson, Jennifer Lynn, M.D.",Little Rock,Arkansas,Pediatric Gastroenterology,M.D.,../verify/results.aspx?strPHIDNO=ASMB225472
ASMB1443,"Dotson, Sybil Denise, M.D.",Decatur,Georgia,Cardiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB1443
ASMB207678,"Douangkesone, Silakhone, M.D.",Maumelle,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB207678
ASMB1444,"Doucet, Marlon Joseph, M.D.",Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1444
ASMB22379,"Dougherty, Christopher Patrick, D.O.",Bentonville,Arkansas,Orthopaedic Surgery,D.O.,../verify/results.aspx?strPHIDNO=ASMB22379
ASMB17380,"Douglas, Donald Stratton, M.D.",Bella Vista,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17380
ASMB225008,"Douglas, Jasmine Dominique, M.D.",Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB225008
ASMB217860,"Douglas, Lori Lynn, M.D.",Fayetteville,Arkansas,General Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB217860
ASMB11189,"Douglas, William LaDell, M.D.",Hope,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB11189
ASMB215389,"Douglass, David Paul, M.D.",Little Rock,Arkansas,General Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB215389
ASMB1451,"Dow, John Timothy, M.D.",Trumann,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1451
ASMB17704,"Dow, Julie Tumlison, M.D.",Jonesboro,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB17704
ASMB210851,"Dowdy, Justin Thomas, M.D.",Hot Springs,Arkansas,Neurological Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB210851
ASMB222289,"Dowell, Sharon Michelle, M.D.",Jonesboro,Arkansas,Rheumatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB222289
ASMB1453,"Dowless, Kenneth Gene, M.D.",Little Rock,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB1453
ASMB20671,"Downen, Brian Edward, M.D.",Little Rock,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB20671
ASMB1455,"Downes, John Michael, M.D.",Hot Springs,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB1455
ASMB1457,"Downs, Michael Reid, M.D.",Texarkana,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB1457
ASMB209876,"Doyle, Jennifer Ileen, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB209876
ASMB208349,"Doyle, Sean Michael, M.D.",Fort Smith,Arkansas,Urology,M.D.,../verify/results.aspx?strPHIDNO=ASMB208349
ASMB217146,"Drake, Morgan Leslie, M.D.",Fayetteville,Arkansas,Physical Medicine & Rehabilitation,M.D.,../verify/results.aspx?strPHIDNO=ASMB217146
ASMB218974,"Drake, Paul Joseph, M.D.",Little Rock,Arkansas,Child Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB218974
ASMB214944,"Draney, David Robert, D.O.",Searcy,Arkansas,Psychiatry,D.O.,../verify/results.aspx?strPHIDNO=ASMB214944
ASMB211855,"Drapcho, Connie, M.D.",El Dorado,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB211855
